"affiliation","term","vip","percent_vip","r_squared"
"สพป.สกลนคร เขต 2","School Distance",0.5818832437939843,24.00385106150071,3.118827484553236
"สพป.สกลนคร เขต 2","School Size",0.08687390820269707,3.583722982004838,3.118827484553236
"สพป.สกลนคร เขต 2","Student Level",0.79422203298952,32.76325206641023,3.118827484553236
"สพป.สกลนคร เขต 3","Infrastructure & Connectivity",1.6539214519076888,100,8.596516707894303
"สพป.สกลนคร เขต 3","Poor Family",0.4920767985993048,29.752126259184003,8.596516707894303
"สพป.สกลนคร เขต 3","School Distance",1.4199708613200268,85.85479435448308,8.596516707894303
"สพป.สกลนคร เขต 3","School Size",1.7962481587885524,71.50902525755448,8.596516707894303
"สพป.สกลนคร เขต 3","Student Level",0.4459480204373965,26.96307130686436,8.596516707894303
"สพป.สงขลา เขต 1","Infrastructure & Connectivity",1.0981302277951954,20.841567345247718,23.230834745356457
"สพป.สงขลา เขต 1","Poor Family",0.18987602519865623,3.6036836672560826,23.230834745356457
"สพป.สงขลา เขต 1","School Distance",1.0324510501713704,19.595033037221427,23.230834745356457
"สพป.สงขลา เขต 1","School Size",9.728428026296672,100,23.230834745356457
"สพป.สงขลา เขต 1","Student Level",2.6550868710844875,50.391265471576425,23.230834745356457
"สพป.สงขลา เขต 2","Infrastructure & Connectivity",0.38867095971126286,9.546388990361681,12.003226257893001
"สพป.สงขลา เขต 2","Poor Family",0.4148963331900088,10.190526686760736,12.003226257893001
"สพป.สงขลา เขต 2","School Distance",0.01674150399259396,0.4111984839714378,12.003226257893001
"สพป.สงขลา เขต 2","School Size",2.0364100643866228,28.716631055704784,12.003226257893001
"สพป.สงขลา เขต 2","Student Level",4.071392440677587,100,12.003226257893001
"สพป.สงขลา เขต 3","Poor Family",0.5088714121682335,60.87340354599294,1.8172082064524075
"สพป.สงขลา เขต 3","School Distance",0.3168000024809226,37.896989167112466,1.8172082064524075
"สพป.สงขลา เขต 3","School Size",0.7169256849666524,44.73105964755915,1.8172082064524075
